pathogenid,ncbi.name,rna,rt,double_stranded,negative_sense,positive_sense,enveloped,circular,segmented,cytoplasm,size_KB,GC,max_bread,max_bread_nh,direct,direct_sexual,direct_vertical,indirect,fecal_oral,ingestion,inhalation,environment,vector,release_budding,release_lysis,release_other,CE_clathrin,CE_receptor,ce_glycoprotiens,ce_other,samplingEffort
1961665,qinghai Himalayan marmot astrovirus 1,True,False,False,False,True,False,False,False,True,6.712,44.0,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,2
1961666,qinghai Himalayan marmot astrovirus 2,True,False,False,False,True,False,False,False,True,6.64,52.9,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,2
1967296,rousettus aegyptiacus adenovirus,False,False,True,False,False,False,False,False,False,29.342,36.4,0.0,0.0,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,2
1968861,torque teno sus virus k2a,False,False,False,False,True,False,True,False,False,2.735,45.3,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,30
1980525,keterah orthonairovirus,True,False,False,True,False,True,False,True,True,18.35969231,42.377,0.0,0.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,8
1987731,bat associated cyclovirus 6,False,False,False,False,True,False,True,False,False,1.688,44.5,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,4
1987732,bat associated cyclovirus 7,False,False,False,False,True,False,True,False,False,2.379,40.7,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,6
1987733,bat associated cyclovirus 8,False,False,False,False,True,False,True,False,False,1.746,44.2,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,2
1987734,bat associated cyclovirus 9,False,False,False,False,True,False,True,False,False,1.76,44.9,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,5
1987735,bat associated cyclovirus 10,False,False,False,False,True,False,True,False,False,1.79,48.2,38.2,38.2,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,9
1987737,bat associated cyclovirus 12,False,False,False,False,True,False,True,False,False,1.755,45.3,38.2,38.2,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,3
1987738,bat associated cyclovirus 13,False,False,False,False,True,False,True,False,False,1.809,48.1,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,3
1987744,squirrel associated cyclovirus 1,False,False,False,False,True,False,True,False,False,1.789,45.5,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,2
2003310,bat associated circovirus 5,False,False,False,False,True,False,True,False,False,2.094,52.4,0.0,0.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,5
2003311,bat associated circovirus 6,False,False,False,False,True,False,True,False,False,1.88,49.6,0.0,0.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,3
2003312,bat associated circovirus 7,False,False,False,False,True,False,True,False,False,1.944,51.3,0.0,0.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,5
2003313,bat associated circovirus 8,False,False,False,False,True,False,True,False,False,2.069,54.6,0.0,0.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,2
2003652,cosavirus f,True,False,False,False,True,False,False,False,True,6.656,44.4,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,4
2010248,torque teno indri virus 1,False,False,False,False,True,False,True,False,False,2.572,45.2,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,3
2012620,olivier's shrew virus 2,True,False,False,False,True,True,False,False,True,14.9237381,51.414,0.0,0.0,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,1
2012640,lesser panda anellovirus,False,False,False,False,True,False,True,False,False,2.603,49.8,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2012676,torque teno Leptonychotes weddellii virus-1,False,False,False,False,True,False,True,False,False,2.119,43.3,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,134
2012677,torque teno Leptonychotes weddellii virus-2,False,False,False,False,True,False,True,False,False,2.105,45.8,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,20
2015376,bat mastadenovirus g,False,False,True,False,False,False,False,False,False,31.481,49.8,136.4,136.4,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,7
2016456,giant panda circovirus 1,False,False,False,False,True,False,True,False,False,2.745,46.3,0.0,0.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,2
2016457,giant panda circovirus 2,False,False,False,False,True,False,True,False,False,1.908,50.2,0.0,0.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,2
2016458,giant panda circovirus 3,False,False,False,False,True,False,True,False,False,2.653,40.7,0.0,0.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,2
2016459,giant panda circovirus 4,False,False,False,False,True,False,True,False,False,1.928,40.2,0.0,0.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,3
2016460,giant panda anellovirus,False,False,False,False,True,False,True,False,False,2.059,45.6,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,21
2023337,marten adenovirus type 1,False,False,True,False,False,False,False,False,False,39.54296875,52.453,0.0,0.0,True,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,18
2023342,marten adenovirus type 2,False,False,True,False,False,False,False,False,False,31.79484856,51.2016,0.0,0.0,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,2
2023343,lutrine adenovirus type 1,False,False,True,False,False,False,False,False,False,31.79484856,51.2016,0.0,0.0,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,9
2038719,human associated cyclovirus 1,False,False,False,False,True,False,True,False,False,1.759,44.6,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,3
2038720,human associated cyclovirus 2,False,False,False,False,True,False,True,False,False,1.723,43.6,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,40
2038721,human associated cyclovirus 3,False,False,False,False,True,False,True,False,False,1.74,43.6,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,18
2038722,human associated cyclovirus 4,False,False,False,False,True,False,True,False,False,1.867,45.2,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,12
2038723,human associated cyclovirus 5,False,False,False,False,True,False,True,False,False,1.78,48.1,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,12
2038724,human associated cyclovirus 6,False,False,False,False,True,False,True,False,False,1.794,47.6,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,10
2038725,human associated cyclovirus 7,False,False,False,False,True,False,True,False,False,1.795,46.4,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,10
2038727,human associated cyclovirus 9,False,False,False,False,True,False,True,False,False,1.832,46.5,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,10
2038728,human associated cyclovirus 10,False,False,False,False,True,False,True,False,False,1.79,43.4,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,19
2039491,rat astrovirus,True,False,False,False,True,False,False,False,True,6.001923077,48.4015,14.8,14.8,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,305
2039492,house shrew astrovirus,True,False,False,False,True,False,False,False,True,6.001923077,48.4015,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,12
2041149,hedgehog dicipivirus,True,False,False,False,True,False,False,False,True,8.838,46.8,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,3
2050008,jerboa arenavirus,True,False,False,True,False,True,False,True,True,10.0705,41.294,0.0,0.0,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,363
2050009,shrew astrovirus,True,False,False,False,True,False,False,False,True,6.001923077,48.4015,76.8,76.8,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,4
2050010,rodent adenovirus,False,False,True,False,False,False,False,False,False,35.28473333,53.1664,160.0,160.0,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,15738
2050011,shrew adenovirus,False,False,True,False,False,False,False,False,False,35.28473333,53.1664,22.8,22.8,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,9
2050012,jerboa hantavirus,True,False,False,True,False,True,False,True,True,9.517294118,38.464,0.0,0.0,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,1219
2050022,shrew calicivirus,True,False,False,False,True,False,False,False,True,7.632577778,51.1,0.0,0.0,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,1
2050926,goat associated cyclovirus 1,False,False,False,False,True,False,True,False,False,1.751,43.7,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,2
2050927,bovine associated cyclovirus 1,False,False,False,False,True,False,True,False,False,1.838,45.3,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,2
2051672,chimpanzee associated cyclovirus 1,False,False,False,False,True,False,True,False,False,1.75,43.5,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,3
2054609,opossum torque teno virus,False,False,False,False,True,False,True,False,False,2.734,45.48115,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,1
2054610,rodent torque teno virus 3,False,False,False,False,True,False,True,False,False,3.433,50.2,87.4,87.4,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,23
2054611,rodent torque teno virus 4,False,False,False,False,True,False,True,False,False,2.561,49.2,87.4,87.4,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,13
2054612,rodent torque teno virus 5,False,False,False,False,True,False,True,False,False,2.734,45.48115,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,1
2054613,rodent torque teno virus 6,False,False,False,False,True,False,True,False,False,2.505,45.5,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2054614,rodent torque teno virus 7,False,False,False,False,True,False,True,False,False,2.379,48.3,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2054615,rodent torque teno virus 8,False,False,False,False,True,False,True,False,False,2.734,45.48115,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,1
2054616,torque teno calomys tener virus,False,False,False,False,True,False,True,False,False,2.734,45.48115,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,1
2054617,torque teno carollia perspicillata virus,False,False,False,False,True,False,True,False,False,2.734,45.48115,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,1
2054618,torque teno desmodus rotundus virus,False,False,False,False,True,False,True,False,False,2.734,45.48115,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,1
2054619,torque teno didelphis albiventris virus,False,False,False,False,True,False,True,False,False,2.734,45.48115,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,1
2059308,vinegar hill virus,True,False,False,True,False,True,False,True,True,18.35969231,42.377,0.0,0.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,5
2065036,torque teno mini virus 10,False,False,False,False,True,False,True,False,False,2.887,38.9,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,25
2065037,torque teno mini virus 11,False,False,False,False,True,False,True,False,False,2.871,38.3,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2065038,torque teno mini virus 12,False,False,False,False,True,False,True,False,False,2.912,39.1,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2065043,torque teno felis virus 2,False,False,False,False,True,False,True,False,False,2.019,47.0,0.0,0.0,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,3
2065044,torque teno midi virus 3,False,False,False,False,True,False,True,False,False,2.002,38.7,0.0,0.0,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2065045,torque teno midi virus 4,False,False,False,False,True,False,True,False,False,2.454,40.3,0.0,0.0,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2065046,torque teno midi virus 5,False,False,False,False,True,False,True,False,False,3.208,42.6,0.0,0.0,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2065047,torque teno midi virus 6,False,False,False,False,True,False,True,False,False,3.198,43.0,0.0,0.0,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2065048,torque teno midi virus 7,False,False,False,False,True,False,True,False,False,3.197,42.4,0.0,0.0,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2065049,torque teno midi virus 8,False,False,False,False,True,False,True,False,False,3.223,42.9,0.0,0.0,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2065050,torque teno midi virus 9,False,False,False,False,True,False,True,False,False,3.187,42.5,0.0,0.0,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2065051,torque teno midi virus 10,False,False,False,False,True,False,True,False,False,3.175,43.5,0.0,0.0,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,3
2065052,torque teno midi virus 11,False,False,False,False,True,False,True,False,False,3.198,43.3,0.0,0.0,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2065053,torque teno midi virus 12,False,False,False,False,True,False,True,False,False,3.187,41.7,0.0,0.0,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2065054,torque teno midi virus 13,False,False,False,False,True,False,True,False,False,3.23,43.7,0.0,0.0,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2065055,torque teno midi virus 14,False,False,False,False,True,False,True,False,False,3.223,42.7,0.0,0.0,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2065056,torque teno midi virus 15,False,False,False,False,True,False,True,False,False,3.257,44.8,15.8,0.0,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,2
2067749,felis catus adenovirus,False,False,True,False,False,False,False,False,False,35.28473333,53.1664,0.0,0.0,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,72
2069371,rodent cardiovirus,True,False,False,False,True,False,False,False,True,8.155333333,46.933,0.0,0.0,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,76
2070151,california sea lion norovirus,True,False,False,False,True,False,False,False,True,7.4479167,51.575,0.0,0.0,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,6
2108207,rhinolophus ferrumequinum astrovirus,True,False,False,False,True,False,False,False,True,6.001923077,48.4015,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,3
2108208,rhinolophus pusillus astrovirus,True,False,False,False,True,False,False,False,True,6.001923077,48.4015,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,3
2108209,rhinolophus pusillus adenovirus,False,False,True,False,False,False,False,False,False,35.28473333,53.1664,0.0,0.0,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,3
2108212,rhinolophus pusillus norovirus,True,False,False,False,True,False,False,False,True,7.4479167,51.575,0.0,0.0,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,11
2116538,olivier's shrew virus 3,True,False,False,False,True,True,False,False,True,14.9237381,51.414,0.0,0.0,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,1
2126056,rhesus monkey astrovirus,True,False,False,False,True,False,False,False,True,6.001923077,48.4015,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,8
2161797,marmot astrovirus 1,True,False,False,False,True,False,False,False,True,7.146,43.8,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,1
2161798,marmot astrovirus 2,True,False,False,False,True,False,False,False,True,7.146,43.8,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,1
2161799,marmot astrovirus 3,True,False,False,False,True,False,False,False,True,7.146,43.8,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,1
2161800,marmot astrovirus 4,True,False,False,False,True,False,False,False,True,7.146,43.8,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,1
2161801,marmot astrovirus 5,True,False,False,False,True,False,False,False,True,7.146,43.8,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,1
2161802,marmot astrovirus 6,True,False,False,False,True,False,False,False,True,7.146,43.8,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,1
2161805,marmot sapovirus,True,False,False,False,True,False,False,False,True,7.4665,49.25,0.0,0.0,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,1
2161807,marmot norovirus,True,False,False,False,True,False,False,False,True,6.453,55.6,0.0,0.0,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,2
2161811,marmot cardiovirus,True,False,False,False,True,False,False,False,True,8.155333333,46.933,0.0,0.0,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,2
2169485,bat cyclovirus,False,False,False,False,True,False,True,False,False,1.8111,44.433,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,11
2169486,bat bastrovirus,True,False,False,False,True,False,False,False,True,6.001923077,48.4015,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,2
2169775,bopivirus a,True,False,False,False,True,False,False,False,True,7.018,50.4,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,4387
2169823,bat associated circovirus 9,False,False,False,False,True,False,True,False,False,1.9,54.5,0.0,0.0,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,4
2169853,crohivirus a,True,False,False,False,True,False,False,False,True,7.321,38.4,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,2
2169854,crohivirus b,True,False,False,False,True,False,False,False,True,7.085,38.9,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,2
2169855,human associated cyclovirus 12,False,False,False,False,True,False,True,False,False,1.723,43.8,0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,11
